dataset,method,upset_simple_mean,upset_simple_std,upset_naive_mean,upset_naive_std,upset_ratio_mean,upset_ratio_std,runtime_sec_mean,runtime_sec_std
Basketball_temporal/2002,OURS_MFAS_INS2,0.67,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2002,OURS_MFAS_INS3,0.67,0.0,0.17,0.0,0.6,0.0,0.95,0.0
Basketball_temporal/2002,PageRank,1.94,0.0,0.49,0.0,1.33,0.0,0.02,0.0
Basketball_temporal/2002,SVD_NRS,0.67,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2002,SVD_RS,0.88,0.0,0.22,0.0,0.68,0.0,0.01,0.0
Basketball_temporal/2002,SpringRank,1.75,0.19,0.44,0.05,0.86,0.07,0.39,0.0
Basketball_temporal/2002,btl,0.8,0.0,0.2,0.0,0.66,0.0,0.0,0.0
Basketball_temporal/2002,davidScore,0.85,0.0,0.21,0.0,0.75,0.16,0.01,0.0
Basketball_temporal/2002,eigenvectorCentrality,0.91,0.0,0.23,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2002,rankCentrality,1.06,0.0,0.26,0.0,0.77,0.0,0.0,0.0
Basketball_temporal/2002,serialRank,0.92,0.05,0.23,0.01,0.56,0.03,0.16,0.4
Basketball_temporal/2002,syncRank,1.91,0.0,0.48,0.0,0.88,0.0,0.01,0.0
Basketball_temporal/2003,OURS_MFAS,0.69,0.0,0.17,0.0,0.61,0.0,0.96,0.0
Basketball_temporal/2003,OURS_MFAS_INS1,0.69,0.0,0.17,0.0,0.6,0.0,0.95,0.0
Basketball_temporal/2003,OURS_MFAS_INS2,0.69,0.0,0.17,0.0,0.61,0.0,0.95,0.0
Basketball_temporal/2003,OURS_MFAS_INS3,0.69,0.0,0.17,0.0,0.61,0.0,0.96,0.0
Basketball_temporal/2003,PageRank,1.93,0.0,0.48,0.0,1.4,0.0,0.02,0.0
Basketball_temporal/2003,SVD_NRS,0.69,0.0,0.17,0.0,0.61,0.0,0.94,0.0
Basketball_temporal/2003,SVD_RS,0.94,0.0,0.23,0.0,0.71,0.0,0.01,0.0
Basketball_temporal/2003,SpringRank,1.85,0.01,0.46,0.0,0.88,0.0,0.4,0.0
Basketball_temporal/2003,btl,0.8,0.0,0.2,0.0,0.68,0.0,0.0,0.0
Basketball_temporal/2003,davidScore,0.94,0.0,0.24,0.0,0.73,0.16,0.01,0.0
Basketball_temporal/2003,eigenvectorCentrality,0.94,0.0,0.23,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/2003,rankCentrality,0.99,0.0,0.25,0.0,0.73,0.0,0.0,0.0
Basketball_temporal/2003,serialRank,0.95,0.07,0.24,0.02,0.56,0.04,0.25,0.44
Basketball_temporal/2003,syncRank,2.05,0.0,0.51,0.0,0.89,0.0,0.01,0.0
Basketball_temporal/2004,OURS_MFAS,0.61,0.0,0.15,0.0,0.58,0.0,0.93,0.0
Basketball_temporal/2004,OURS_MFAS_INS1,0.61,0.0,0.15,0.0,0.58,0.0,0.93,0.0
Basketball_temporal/2004,OURS_MFAS_INS2,0.61,0.0,0.15,0.0,0.58,0.0,0.93,0.0
Basketball_temporal/2004,OURS_MFAS_INS3,0.61,0.0,0.15,0.0,0.58,0.0,0.93,0.0
Basketball_temporal/2004,PageRank,1.95,0.0,0.49,0.0,1.35,0.0,0.02,0.0
Basketball_temporal/2004,SVD_NRS,0.61,0.0,0.15,0.0,0.58,0.0,0.92,0.0
Basketball_temporal/2004,SVD_RS,0.86,0.0,0.22,0.0,0.64,0.0,0.01,0.0
Basketball_temporal/2004,SpringRank,1.67,0.0,0.42,0.0,0.88,0.0,0.39,0.0
Basketball_temporal/2004,btl,0.75,0.0,0.19,0.0,0.64,0.0,0.0,0.0
Basketball_temporal/2004,davidScore,0.85,0.0,0.21,0.0,0.71,0.18,0.01,0.0
Basketball_temporal/2004,eigenvectorCentrality,0.87,0.0,0.22,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/2004,rankCentrality,0.92,0.0,0.23,0.0,0.67,0.0,0.0,0.0
Basketball_temporal/2004,serialRank,0.89,0.07,0.22,0.02,0.54,0.04,0.2,0.51
Basketball_temporal/2004,syncRank,1.98,0.11,0.49,0.03,0.89,0.0,0.01,0.0
Basketball_temporal/2005,OURS_MFAS,0.66,0.0,0.16,0.0,0.6,0.0,1.02,0.0
Basketball_temporal/2005,OURS_MFAS_INS1,0.66,0.0,0.16,0.0,0.6,0.0,1.01,0.0
Basketball_temporal/2005,OURS_MFAS_INS2,0.66,0.0,0.16,0.0,0.6,0.0,1.02,0.0
Basketball_temporal/2005,OURS_MFAS_INS3,0.66,0.0,0.16,0.0,0.6,0.0,1.02,0.0
Basketball_temporal/2005,PageRank,1.87,0.0,0.47,0.0,1.29,0.0,0.02,0.0
Basketball_temporal/2005,SVD_NRS,0.66,0.0,0.17,0.0,0.6,0.0,1.01,0.0
Basketball_temporal/2005,SVD_RS,0.92,0.0,0.23,0.0,0.68,0.0,0.01,0.0
Basketball_temporal/2005,SpringRank,1.78,0.0,0.45,0.0,0.89,0.0,0.41,0.0
Basketball_temporal/2005,btl,0.81,0.0,0.2,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/2005,davidScore,0.85,0.0,0.21,0.0,0.72,0.17,0.01,0.0
Basketball_temporal/2005,eigenvectorCentrality,0.91,0.0,0.23,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2005,rankCentrality,1.05,0.0,0.26,0.0,0.73,0.0,0.0,0.0
Basketball_temporal/2005,serialRank,0.98,0.02,0.24,0.01,0.57,0.01,0.03,0.0
Basketball_temporal/2005,syncRank,1.96,0.05,0.49,0.01,0.89,0.0,0.01,0.0
Basketball_temporal/2006,OURS_MFAS,0.68,0.0,0.17,0.0,0.6,0.0,1.03,0.0
Basketball_temporal/2006,OURS_MFAS_INS1,0.68,0.0,0.17,0.0,0.6,0.0,1.03,0.0
Basketball_temporal/2006,OURS_MFAS_INS2,0.68,0.0,0.17,0.0,0.6,0.0,1.04,0.0
Basketball_temporal/2006,OURS_MFAS_INS3,0.68,0.0,0.17,0.0,0.6,0.0,1.03,0.0
Basketball_temporal/2006,PageRank,1.99,0.0,0.5,0.0,1.36,0.0,0.02,0.0
Basketball_temporal/2006,SVD_NRS,0.68,0.0,0.17,0.0,0.6,0.0,1.03,0.0
Basketball_temporal/2006,SVD_RS,0.91,0.0,0.23,0.0,0.69,0.0,0.01,0.0
Basketball_temporal/2006,SpringRank,1.78,0.0,0.44,0.0,0.89,0.0,0.41,0.0
Basketball_temporal/2006,btl,0.77,0.0,0.19,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/2006,davidScore,0.86,0.0,0.22,0.0,0.66,0.17,0.01,0.0
Basketball_temporal/2006,eigenvectorCentrality,0.89,0.0,0.22,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2006,rankCentrality,1.03,0.0,0.26,0.0,0.76,0.0,0.0,0.0
Basketball_temporal/2006,serialRank,0.84,0.08,0.21,0.02,0.5,0.05,0.84,0.53
Basketball_temporal/2006,syncRank,2.0,0.0,0.5,0.0,0.9,0.0,0.01,0.0
Basketball_temporal/2007,OURS_MFAS,0.67,0.0,0.17,0.0,0.61,0.0,1.14,0.0
Basketball_temporal/2007,OURS_MFAS_INS1,0.67,0.0,0.17,0.0,0.61,0.0,1.13,0.0
Basketball_temporal/2007,OURS_MFAS_INS2,0.67,0.0,0.17,0.0,0.61,0.0,1.13,0.0
Basketball_temporal/2007,OURS_MFAS_INS3,0.67,0.0,0.17,0.0,0.61,0.0,1.14,0.0
Basketball_temporal/2007,PageRank,1.94,0.0,0.49,0.0,1.41,0.0,0.02,0.0
Basketball_temporal/2007,SVD_NRS,0.67,0.0,0.17,0.0,0.61,0.0,1.13,0.0
Basketball_temporal/2007,SVD_RS,0.89,0.0,0.22,0.0,0.67,0.0,0.01,0.0
Basketball_temporal/2007,SpringRank,1.87,0.0,0.47,0.0,0.9,0.0,0.42,0.0
Basketball_temporal/2007,btl,0.84,0.0,0.21,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/2007,davidScore,0.89,0.0,0.22,0.0,0.69,0.18,0.01,0.0
Basketball_temporal/2007,eigenvectorCentrality,0.89,0.0,0.22,0.0,0.57,0.0,0.0,0.0
Basketball_temporal/2007,rankCentrality,0.92,0.0,0.23,0.0,0.67,0.0,0.0,0.0
Basketball_temporal/2007,serialRank,0.94,0.01,0.24,0.0,0.57,0.0,0.03,0.0
Basketball_temporal/2007,syncRank,2.06,0.08,0.52,0.02,0.9,0.0,0.01,0.0
Basketball_temporal/2008,OURS_MFAS,0.69,0.0,0.17,0.0,0.61,0.0,1.16,0.0
Basketball_temporal/2008,OURS_MFAS_INS1,0.69,0.0,0.17,0.0,0.61,0.0,1.16,0.0
Basketball_temporal/2008,OURS_MFAS_INS2,0.69,0.0,0.17,0.0,0.61,0.0,1.16,0.0
Basketball_temporal/2008,OURS_MFAS_INS3,0.69,0.0,0.17,0.0,0.61,0.0,1.16,0.0
Basketball_temporal/2008,PageRank,1.92,0.0,0.48,0.0,1.33,0.0,0.02,0.0
Basketball_temporal/2008,SVD_NRS,0.69,0.0,0.17,0.0,0.61,0.0,1.16,0.0
Basketball_temporal/2008,SVD_RS,0.9,0.0,0.23,0.0,0.67,0.0,0.01,0.0
Basketball_temporal/2008,SpringRank,1.75,0.0,0.44,0.0,0.9,0.0,0.44,0.0
Basketball_temporal/2008,btl,0.8,0.0,0.2,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/2008,davidScore,0.9,0.0,0.22,0.0,0.73,0.17,0.01,0.0
Basketball_temporal/2008,eigenvectorCentrality,0.93,0.0,0.23,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2008,rankCentrality,0.98,0.0,0.24,0.0,0.7,0.0,0.0,0.0
Basketball_temporal/2008,serialRank,0.9,0.07,0.22,0.02,0.55,0.04,0.45,0.63
Basketball_temporal/2008,syncRank,2.01,0.0,0.5,0.0,0.9,0.0,0.01,0.0
Basketball_temporal/2009,OURS_MFAS,0.65,0.0,0.16,0.0,0.59,0.0,1.25,0.0
Basketball_temporal/2009,OURS_MFAS_INS1,0.65,0.0,0.16,0.0,0.59,0.0,1.25,0.0
Basketball_temporal/2009,OURS_MFAS_INS2,0.65,0.0,0.16,0.0,0.59,0.0,1.25,0.0
Basketball_temporal/2009,OURS_MFAS_INS3,0.65,0.0,0.16,0.0,0.59,0.0,1.25,0.0
Basketball_temporal/2009,PageRank,1.89,0.0,0.47,0.0,1.24,0.0,0.02,0.0
Basketball_temporal/2009,SVD_NRS,0.65,0.0,0.16,0.0,0.59,0.0,1.24,0.0
Basketball_temporal/2009,SVD_RS,0.88,0.0,0.22,0.0,0.66,0.0,0.01,0.0
Basketball_temporal/2009,SpringRank,1.74,0.0,0.43,0.0,0.9,0.0,0.45,0.0
Basketball_temporal/2009,btl,0.76,0.0,0.19,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/2009,davidScore,0.85,0.0,0.21,0.0,0.69,0.19,0.01,0.0
Basketball_temporal/2009,eigenvectorCentrality,0.86,0.0,0.21,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/2009,rankCentrality,0.95,0.0,0.24,0.0,0.69,0.0,0.0,0.0
Basketball_temporal/2009,serialRank,0.94,0.02,0.24,0.0,0.57,0.01,0.04,0.0
Basketball_temporal/2009,syncRank,2.02,0.0,0.51,0.0,0.9,0.0,0.01,0.0
Basketball_temporal/2010,OURS_MFAS,0.65,0.0,0.16,0.0,0.6,0.0,1.16,0.0
Basketball_temporal/2010,OURS_MFAS_INS1,0.65,0.0,0.16,0.0,0.6,0.0,1.15,0.0
Basketball_temporal/2010,OURS_MFAS_INS2,0.65,0.0,0.16,0.0,0.6,0.0,1.18,0.01
Basketball_temporal/2010,OURS_MFAS_INS3,0.65,0.0,0.16,0.0,0.6,0.0,1.16,0.0
Basketball_temporal/2010,PageRank,2.03,0.0,0.51,0.0,1.35,0.0,0.02,0.0
Basketball_temporal/2010,SVD_NRS,0.65,0.0,0.16,0.0,0.6,0.0,1.15,0.0
Basketball_temporal/2010,SVD_RS,0.91,0.0,0.23,0.0,0.67,0.0,0.01,0.0
Basketball_temporal/2010,SpringRank,1.55,0.0,0.39,0.0,0.91,0.0,0.45,0.0
Basketball_temporal/2010,btl,0.77,0.0,0.19,0.0,0.66,0.0,0.0,0.0
Basketball_temporal/2010,davidScore,0.92,0.0,0.23,0.0,0.71,0.18,0.01,0.0
Basketball_temporal/2010,eigenvectorCentrality,0.91,0.0,0.23,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2010,rankCentrality,0.93,0.0,0.23,0.0,0.69,0.0,0.0,0.0
Basketball_temporal/2010,serialRank,0.85,0.1,0.21,0.02,0.52,0.06,0.64,0.6
Basketball_temporal/2010,syncRank,1.97,0.0,0.49,0.0,0.91,0.0,0.01,0.0
Basketball_temporal/2011,OURS_MFAS,0.68,0.0,0.17,0.0,0.61,0.0,1.15,0.0
Basketball_temporal/2011,OURS_MFAS_INS1,0.68,0.0,0.17,0.0,0.61,0.0,1.14,0.0
Basketball_temporal/2011,OURS_MFAS_INS2,0.68,0.0,0.17,0.0,0.61,0.0,1.14,0.0
Basketball_temporal/2011,OURS_MFAS_INS3,0.68,0.0,0.17,0.0,0.61,0.0,1.15,0.0
Basketball_temporal/2011,PageRank,2.03,0.0,0.51,0.0,1.34,0.0,0.02,0.0
Basketball_temporal/2011,SVD_NRS,0.68,0.0,0.17,0.0,0.6,0.0,1.14,0.0
Basketball_temporal/2011,SVD_RS,0.87,0.0,0.22,0.0,0.68,0.0,0.01,0.0
Basketball_temporal/2011,SpringRank,1.63,0.0,0.41,0.0,0.9,0.0,0.45,0.0
Basketball_temporal/2011,btl,0.79,0.0,0.2,0.0,0.66,0.0,0.0,0.0
Basketball_temporal/2011,davidScore,0.88,0.0,0.22,0.0,0.84,0.11,0.01,0.0
Basketball_temporal/2011,eigenvectorCentrality,0.89,0.0,0.22,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2011,rankCentrality,0.95,0.0,0.24,0.0,0.7,0.0,0.0,0.0
Basketball_temporal/2011,serialRank,0.85,0.08,0.21,0.02,0.52,0.05,0.7,0.66
Basketball_temporal/2011,syncRank,1.96,0.0,0.49,0.0,0.9,0.0,0.01,0.0
Basketball_temporal/2012,OURS_MFAS,0.63,0.0,0.16,0.0,0.59,0.0,1.14,0.0
Basketball_temporal/2012,OURS_MFAS_INS1,0.63,0.0,0.16,0.0,0.59,0.0,1.14,0.01
Basketball_temporal/2012,OURS_MFAS_INS2,0.63,0.0,0.16,0.0,0.59,0.0,1.15,0.0
Basketball_temporal/2012,OURS_MFAS_INS3,0.63,0.0,0.16,0.0,0.59,0.0,1.14,0.0
Basketball_temporal/2012,PageRank,1.96,0.0,0.49,0.0,1.42,0.0,0.02,0.0
Basketball_temporal/2012,SVD_NRS,0.63,0.0,0.16,0.0,0.59,0.0,1.13,0.0
Basketball_temporal/2012,SVD_RS,0.85,0.0,0.21,0.0,0.64,0.0,0.01,0.0
Basketball_temporal/2012,SpringRank,1.81,0.0,0.45,0.0,0.9,0.0,0.45,0.0
Basketball_temporal/2012,btl,0.77,0.0,0.19,0.0,0.64,0.0,0.0,0.0
Basketball_temporal/2012,davidScore,0.85,0.0,0.21,0.0,0.69,0.19,0.01,0.0
Basketball_temporal/2012,eigenvectorCentrality,0.84,0.0,0.21,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/2012,rankCentrality,0.9,0.0,0.22,0.0,0.66,0.0,0.01,0.0
Basketball_temporal/2012,serialRank,0.88,0.08,0.22,0.02,0.54,0.05,0.29,0.5
Basketball_temporal/2012,syncRank,1.97,0.0,0.49,0.0,0.91,0.0,0.01,0.0
Basketball_temporal/2013,OURS_MFAS,0.66,0.0,0.16,0.0,0.61,0.0,1.18,0.0
Basketball_temporal/2013,OURS_MFAS_INS1,0.66,0.0,0.16,0.0,0.61,0.0,1.18,0.0
Basketball_temporal/2013,OURS_MFAS_INS2,0.66,0.0,0.16,0.0,0.61,0.0,1.18,0.0
Basketball_temporal/2013,OURS_MFAS_INS3,0.66,0.0,0.16,0.0,0.61,0.0,1.18,0.0
Basketball_temporal/2013,PageRank,1.95,0.0,0.49,0.0,1.34,0.0,0.02,0.0
Basketball_temporal/2013,SVD_NRS,0.66,0.0,0.16,0.0,0.61,0.0,1.17,0.0
Basketball_temporal/2013,SVD_RS,0.9,0.0,0.23,0.0,0.7,0.0,0.01,0.0
Basketball_temporal/2013,SpringRank,1.71,0.0,0.43,0.0,0.9,0.0,0.45,0.0
Basketball_temporal/2013,btl,0.8,0.0,0.2,0.0,0.67,0.0,0.0,0.0
Basketball_temporal/2013,davidScore,0.9,0.0,0.22,0.0,0.64,0.16,0.01,0.0
Basketball_temporal/2013,eigenvectorCentrality,0.87,0.0,0.22,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/2013,rankCentrality,1.0,0.0,0.25,0.0,0.73,0.0,0.0,0.0
Basketball_temporal/2013,serialRank,0.95,0.06,0.24,0.02,0.58,0.03,0.15,0.36
Basketball_temporal/2013,syncRank,2.04,0.03,0.51,0.01,0.91,0.0,0.01,0.0
Basketball_temporal/2014,OURS_MFAS,0.68,0.0,0.17,0.0,0.61,0.0,1.23,0.0
Basketball_temporal/2014,OURS_MFAS_INS1,0.68,0.0,0.17,0.0,0.61,0.0,1.22,0.0
Basketball_temporal/2014,OURS_MFAS_INS2,0.68,0.0,0.17,0.0,0.61,0.0,1.22,0.0
Basketball_temporal/2014,OURS_MFAS_INS3,0.68,0.0,0.17,0.0,0.61,0.0,1.23,0.0
Basketball_temporal/2014,PageRank,1.94,0.0,0.48,0.0,1.41,0.0,0.03,0.0
Basketball_temporal/2014,SVD_NRS,0.68,0.0,0.17,0.0,0.61,0.0,1.21,0.0
Basketball_temporal/2014,SVD_RS,0.87,0.0,0.22,0.0,0.67,0.0,0.01,0.0
Basketball_temporal/2014,SpringRank,1.72,0.0,0.43,0.0,0.9,0.0,0.46,0.0
Basketball_temporal/2014,btl,0.79,0.0,0.2,0.0,0.66,0.0,0.0,0.0
Basketball_temporal/2014,davidScore,0.88,0.0,0.22,0.0,0.73,0.18,0.01,0.0
Basketball_temporal/2014,eigenvectorCentrality,0.91,0.0,0.23,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2014,rankCentrality,1.01,0.0,0.25,0.0,0.72,0.0,0.0,0.0
Basketball_temporal/2014,serialRank,0.87,0.09,0.22,0.02,0.52,0.06,1.07,1.04
Basketball_temporal/2014,syncRank,2.06,0.0,0.52,0.0,0.9,0.0,0.01,0.0
Basketball_temporal/finer1985,OURS_MFAS,1.25,0.0,0.31,0.0,0.14,0.0,2.8,0.01
Basketball_temporal/finer1985,OURS_MFAS_INS1,1.25,0.0,0.31,0.0,0.14,0.0,2.81,0.01
Basketball_temporal/finer1985,OURS_MFAS_INS2,1.25,0.0,0.31,0.0,0.14,0.0,2.81,0.01
Basketball_temporal/finer1985,OURS_MFAS_INS3,1.25,0.0,0.31,0.0,0.14,0.0,2.8,0.01
Basketball_temporal/finer1985,PageRank,1.93,0.14,0.51,0.06,0.57,0.0,0.02,0.0
Basketball_temporal/finer1985,SVD_NRS,1.25,0.0,0.31,0.0,0.14,0.0,2.8,0.01
Basketball_temporal/finer1985,SVD_RS,0.87,0.0,0.22,0.0,0.46,0.0,0.01,0.0
Basketball_temporal/finer1985,SpringRank,1.63,0.0,0.41,0.0,0.01,0.0,0.37,0.0
Basketball_temporal/finer1985,btl,0.83,0.0,0.21,0.0,0.47,0.0,0.0,0.0
Basketball_temporal/finer1985,davidScore,1.18,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1985,eigenvectorCentrality,1.16,0.0,0.29,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1985,rankCentrality,1.0,0.0,0.25,0.0,0.46,0.0,0.0,0.0
Basketball_temporal/finer1985,serialRank,1.46,0.05,0.36,0.01,0.01,0.0,0.04,0.0
Basketball_temporal/finer1985,syncRank,2.02,0.1,0.51,0.03,0.01,0.0,0.01,0.0
Basketball_temporal/finer1986,OURS_MFAS,1.09,0.0,0.27,0.0,0.13,0.0,2.86,0.01
Basketball_temporal/finer1986,OURS_MFAS_INS1,1.09,0.0,0.27,0.0,0.13,0.0,2.87,0.01
Basketball_temporal/finer1986,OURS_MFAS_INS2,1.09,0.0,0.27,0.0,0.13,0.0,2.86,0.01
Basketball_temporal/finer1986,OURS_MFAS_INS3,1.09,0.0,0.27,0.0,0.13,0.0,2.86,0.01
Basketball_temporal/finer1986,PageRank,1.99,0.0,0.5,0.0,0.6,0.0,0.02,0.0
Basketball_temporal/finer1986,SVD_NRS,1.09,0.0,0.27,0.0,0.13,0.0,2.86,0.02
Basketball_temporal/finer1986,SVD_RS,0.86,0.0,0.21,0.0,0.49,0.0,0.01,0.0
Basketball_temporal/finer1986,SpringRank,1.81,0.0,0.45,0.0,0.01,0.0,0.37,0.0
Basketball_temporal/finer1986,btl,0.84,0.0,0.21,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1986,davidScore,1.16,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1986,eigenvectorCentrality,1.15,0.0,0.29,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1986,rankCentrality,1.09,0.0,0.27,0.0,0.48,0.0,0.0,0.0
Basketball_temporal/finer1986,serialRank,1.42,0.06,0.36,0.02,0.01,0.0,0.04,0.0
Basketball_temporal/finer1986,syncRank,1.99,0.0,0.5,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1987,OURS_MFAS,1.21,0.0,0.3,0.0,0.14,0.0,3.13,0.01
Basketball_temporal/finer1987,OURS_MFAS_INS1,1.21,0.0,0.3,0.0,0.14,0.0,3.12,0.01
Basketball_temporal/finer1987,OURS_MFAS_INS2,1.21,0.0,0.3,0.0,0.14,0.0,3.13,0.02
Basketball_temporal/finer1987,OURS_MFAS_INS3,1.21,0.0,0.3,0.0,0.14,0.0,3.13,0.01
Basketball_temporal/finer1987,PageRank,1.95,0.0,0.49,0.0,0.58,0.0,0.02,0.0
Basketball_temporal/finer1987,SVD_NRS,1.21,0.0,0.3,0.0,0.14,0.0,3.13,0.02
Basketball_temporal/finer1987,SVD_RS,0.91,0.0,0.23,0.0,0.48,0.0,0.01,0.0
Basketball_temporal/finer1987,SpringRank,1.79,0.0,0.45,0.0,0.01,0.0,0.39,0.0
Basketball_temporal/finer1987,btl,0.89,0.0,0.22,0.0,0.51,0.0,0.0,0.0
Basketball_temporal/finer1987,davidScore,1.17,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1987,eigenvectorCentrality,1.21,0.0,0.3,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1987,rankCentrality,0.99,0.0,0.25,0.0,0.46,0.0,0.0,0.0
Basketball_temporal/finer1987,serialRank,1.41,0.06,0.35,0.01,0.01,0.0,0.04,0.0
Basketball_temporal/finer1987,syncRank,1.87,0.0,0.47,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1988,OURS_MFAS,1.17,0.0,0.29,0.0,0.14,0.0,3.2,0.01
Basketball_temporal/finer1988,OURS_MFAS_INS1,1.17,0.0,0.29,0.0,0.14,0.0,3.21,0.01
Basketball_temporal/finer1988,OURS_MFAS_INS2,1.17,0.0,0.29,0.0,0.14,0.0,3.2,0.02
Basketball_temporal/finer1988,OURS_MFAS_INS3,1.17,0.0,0.29,0.0,0.14,0.0,3.2,0.01
Basketball_temporal/finer1988,PageRank,1.97,0.0,0.49,0.0,0.57,0.0,0.02,0.0
Basketball_temporal/finer1988,SVD_NRS,1.17,0.0,0.29,0.0,0.14,0.0,3.21,0.02
Basketball_temporal/finer1988,SVD_RS,0.83,0.0,0.21,0.0,0.52,0.0,0.01,0.0
Basketball_temporal/finer1988,SpringRank,1.83,0.13,0.46,0.03,0.02,0.02,0.39,0.0
Basketball_temporal/finer1988,btl,0.84,0.0,0.21,0.0,0.52,0.0,0.0,0.0
Basketball_temporal/finer1988,davidScore,1.23,0.0,0.31,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1988,eigenvectorCentrality,1.19,0.0,0.3,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1988,rankCentrality,0.97,0.0,0.24,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/finer1988,serialRank,1.43,0.1,0.36,0.03,0.01,0.0,0.04,0.0
Basketball_temporal/finer1988,syncRank,1.9,0.0,0.48,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1989,OURS_MFAS,1.16,0.0,0.29,0.0,0.13,0.0,3.38,0.01
Basketball_temporal/finer1989,OURS_MFAS_INS1,1.16,0.0,0.29,0.0,0.13,0.0,3.38,0.02
