dataset,method,upset_simple_mean,upset_simple_std,upset_naive_mean,upset_naive_std,upset_ratio_mean,upset_ratio_std,runtime_sec_mean,runtime_sec_std
Basketball_temporal/finer1989,OURS_MFAS_INS2,1.16,0.0,0.29,0.0,0.13,0.0,3.38,0.01
Basketball_temporal/finer1989,OURS_MFAS_INS3,1.16,0.0,0.29,0.0,0.13,0.0,3.38,0.01
Basketball_temporal/finer1989,PageRank,1.94,0.0,0.49,0.0,0.56,0.0,0.02,0.0
Basketball_temporal/finer1989,SVD_NRS,1.16,0.0,0.29,0.0,0.13,0.0,3.38,0.01
Basketball_temporal/finer1989,SVD_RS,0.9,0.0,0.23,0.0,0.49,0.0,0.01,0.0
Basketball_temporal/finer1989,SpringRank,1.67,0.0,0.42,0.0,0.01,0.0,0.4,0.0
Basketball_temporal/finer1989,btl,0.83,0.0,0.21,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1989,davidScore,1.13,0.0,0.28,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1989,eigenvectorCentrality,1.14,0.0,0.29,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1989,rankCentrality,0.99,0.0,0.25,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1989,serialRank,1.43,0.05,0.36,0.01,0.01,0.0,0.04,0.0
Basketball_temporal/finer1989,syncRank,1.86,0.0,0.46,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1990,OURS_MFAS,1.16,0.0,0.29,0.0,0.14,0.0,3.41,0.02
Basketball_temporal/finer1990,OURS_MFAS_INS1,1.16,0.0,0.29,0.0,0.14,0.0,3.41,0.02
Basketball_temporal/finer1990,OURS_MFAS_INS2,1.16,0.0,0.29,0.0,0.14,0.0,3.42,0.01
Basketball_temporal/finer1990,OURS_MFAS_INS3,1.16,0.0,0.29,0.0,0.14,0.0,3.41,0.02
Basketball_temporal/finer1990,PageRank,1.98,0.0,0.5,0.0,0.55,0.0,0.02,0.0
Basketball_temporal/finer1990,SVD_NRS,1.16,0.0,0.29,0.0,0.14,0.0,3.42,0.01
Basketball_temporal/finer1990,SVD_RS,0.84,0.0,0.21,0.0,0.49,0.0,0.01,0.0
Basketball_temporal/finer1990,SpringRank,1.67,0.0,0.42,0.0,0.01,0.0,0.4,0.0
Basketball_temporal/finer1990,btl,0.82,0.0,0.21,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1990,davidScore,1.28,0.0,0.32,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1990,eigenvectorCentrality,1.17,0.0,0.29,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1990,rankCentrality,0.91,0.0,0.23,0.0,0.48,0.0,0.0,0.0
Basketball_temporal/finer1990,serialRank,1.45,0.05,0.36,0.01,0.01,0.0,0.04,0.0
Basketball_temporal/finer1990,syncRank,1.93,0.0,0.48,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1991,OURS_MFAS,1.14,0.0,0.29,0.0,0.14,0.0,3.49,0.02
Basketball_temporal/finer1991,OURS_MFAS_INS1,1.14,0.0,0.29,0.0,0.14,0.0,3.51,0.02
Basketball_temporal/finer1991,OURS_MFAS_INS2,1.14,0.0,0.29,0.0,0.14,0.0,3.49,0.01
Basketball_temporal/finer1991,OURS_MFAS_INS3,1.14,0.0,0.29,0.0,0.14,0.0,3.49,0.02
Basketball_temporal/finer1991,PageRank,1.97,0.0,0.49,0.0,0.54,0.0,0.02,0.0
Basketball_temporal/finer1991,SVD_NRS,1.14,0.0,0.29,0.0,0.14,0.0,3.48,0.01
Basketball_temporal/finer1991,SVD_RS,0.89,0.0,0.22,0.0,0.47,0.0,0.01,0.0
Basketball_temporal/finer1991,SpringRank,1.83,0.0,0.46,0.0,0.01,0.0,0.4,0.0
Basketball_temporal/finer1991,btl,0.83,0.0,0.21,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1991,davidScore,1.38,0.0,0.35,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1991,eigenvectorCentrality,1.31,0.0,0.33,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1991,rankCentrality,0.99,0.0,0.25,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1991,serialRank,1.36,0.06,0.34,0.02,0.01,0.0,0.04,0.0
Basketball_temporal/finer1991,syncRank,2.03,0.0,0.51,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1992,OURS_MFAS,1.11,0.0,0.28,0.0,0.13,0.0,3.52,0.01
Basketball_temporal/finer1992,OURS_MFAS_INS1,1.11,0.0,0.28,0.0,0.13,0.0,3.53,0.02
Basketball_temporal/finer1992,OURS_MFAS_INS2,1.11,0.0,0.28,0.0,0.13,0.0,3.54,0.02
Basketball_temporal/finer1992,OURS_MFAS_INS3,1.11,0.0,0.28,0.0,0.13,0.0,3.52,0.01
Basketball_temporal/finer1992,PageRank,1.87,0.0,0.47,0.0,0.55,0.0,0.02,0.0
Basketball_temporal/finer1992,SVD_NRS,1.11,0.0,0.28,0.0,0.13,0.0,3.54,0.02
Basketball_temporal/finer1992,SVD_RS,0.84,0.0,0.21,0.0,0.49,0.0,0.01,0.0
Basketball_temporal/finer1992,SpringRank,1.72,0.0,0.43,0.0,0.01,0.0,0.41,0.0
Basketball_temporal/finer1992,btl,0.77,0.0,0.19,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1992,davidScore,1.26,0.0,0.31,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1992,eigenvectorCentrality,1.21,0.0,0.3,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1992,rankCentrality,0.95,0.0,0.24,0.0,0.44,0.0,0.0,0.0
Basketball_temporal/finer1992,serialRank,1.33,0.06,0.33,0.01,0.01,0.0,0.04,0.0
Basketball_temporal/finer1992,syncRank,1.88,0.0,0.47,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1993,OURS_MFAS,1.15,0.0,0.29,0.0,0.14,0.0,3.2,0.01
Basketball_temporal/finer1993,OURS_MFAS_INS1,1.15,0.0,0.29,0.0,0.14,0.0,3.19,0.01
Basketball_temporal/finer1993,OURS_MFAS_INS2,1.15,0.0,0.29,0.0,0.14,0.0,3.2,0.02
Basketball_temporal/finer1993,OURS_MFAS_INS3,1.15,0.0,0.29,0.0,0.14,0.0,3.2,0.01
Basketball_temporal/finer1993,PageRank,1.93,0.13,0.51,0.06,0.58,0.0,0.03,0.01
Basketball_temporal/finer1993,SVD_NRS,1.15,0.0,0.29,0.0,0.14,0.0,3.19,0.01
Basketball_temporal/finer1993,SVD_RS,0.86,0.0,0.21,0.0,0.49,0.0,0.01,0.0
Basketball_temporal/finer1993,SpringRank,1.66,0.0,0.42,0.0,0.01,0.0,0.4,0.0
Basketball_temporal/finer1993,btl,0.78,0.0,0.2,0.0,0.51,0.0,0.0,0.0
Basketball_temporal/finer1993,davidScore,1.18,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1993,eigenvectorCentrality,1.1,0.0,0.27,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1993,rankCentrality,0.98,0.0,0.25,0.0,0.47,0.0,0.0,0.0
Basketball_temporal/finer1993,serialRank,1.35,0.05,0.34,0.01,0.01,0.0,0.04,0.0
Basketball_temporal/finer1993,syncRank,2.03,0.0,0.51,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1994,OURS_MFAS,1.15,0.0,0.29,0.0,0.14,0.0,3.28,0.01
Basketball_temporal/finer1994,OURS_MFAS_INS1,1.15,0.0,0.29,0.0,0.14,0.0,3.3,0.02
Basketball_temporal/finer1994,OURS_MFAS_INS2,1.15,0.0,0.29,0.0,0.14,0.0,3.29,0.01
Basketball_temporal/finer1994,OURS_MFAS_INS3,1.15,0.0,0.29,0.0,0.14,0.0,3.28,0.01
Basketball_temporal/finer1994,PageRank,1.94,0.0,0.49,0.0,0.58,0.0,0.02,0.0
Basketball_temporal/finer1994,SVD_NRS,1.15,0.0,0.29,0.0,0.14,0.0,3.3,0.02
Basketball_temporal/finer1994,SVD_RS,0.83,0.0,0.21,0.0,0.49,0.0,0.01,0.0
Basketball_temporal/finer1994,SpringRank,1.69,0.0,0.42,0.0,0.01,0.0,0.41,0.0
Basketball_temporal/finer1994,btl,0.78,0.0,0.19,0.0,0.49,0.0,0.0,0.0
Basketball_temporal/finer1994,davidScore,1.23,0.0,0.31,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1994,eigenvectorCentrality,1.1,0.0,0.27,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1994,rankCentrality,0.9,0.0,0.22,0.0,0.46,0.0,0.0,0.0
Basketball_temporal/finer1994,serialRank,1.35,0.08,0.34,0.02,0.01,0.0,0.04,0.0
Basketball_temporal/finer1994,syncRank,2.01,0.0,0.5,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1995,OURS_MFAS,1.19,0.0,0.3,0.0,0.14,0.0,3.39,0.01
Basketball_temporal/finer1995,OURS_MFAS_INS1,1.19,0.0,0.3,0.0,0.14,0.0,3.41,0.01
Basketball_temporal/finer1995,OURS_MFAS_INS2,1.19,0.0,0.3,0.0,0.14,0.0,3.4,0.02
Basketball_temporal/finer1995,OURS_MFAS_INS3,1.19,0.0,0.3,0.0,0.14,0.0,3.39,0.01
Basketball_temporal/finer1995,PageRank,1.92,0.0,0.48,0.0,0.55,0.0,0.02,0.0
Basketball_temporal/finer1995,SVD_NRS,1.19,0.0,0.3,0.0,0.14,0.0,3.4,0.02
Basketball_temporal/finer1995,SVD_RS,0.87,0.0,0.22,0.0,0.49,0.0,0.01,0.0
Basketball_temporal/finer1995,SpringRank,1.78,0.0,0.44,0.0,0.01,0.0,0.41,0.0
Basketball_temporal/finer1995,btl,0.83,0.0,0.21,0.0,0.5,0.0,0.0,0.0
Basketball_temporal/finer1995,davidScore,1.19,0.0,0.3,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1995,eigenvectorCentrality,1.13,0.0,0.28,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1995,rankCentrality,0.95,0.0,0.24,0.0,0.47,0.0,0.0,0.0
Basketball_temporal/finer1995,serialRank,1.35,0.06,0.34,0.02,0.01,0.0,0.04,0.0
Basketball_temporal/finer1995,syncRank,1.89,0.0,0.47,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1996,OURS_MFAS,1.21,0.0,0.3,0.0,0.14,0.0,3.61,0.02
Basketball_temporal/finer1996,OURS_MFAS_INS1,1.21,0.0,0.3,0.0,0.14,0.0,3.6,0.01
Basketball_temporal/finer1996,OURS_MFAS_INS2,1.21,0.0,0.3,0.0,0.14,0.0,3.62,0.02
Basketball_temporal/finer1996,OURS_MFAS_INS3,1.21,0.0,0.3,0.0,0.14,0.0,3.61,0.02
Basketball_temporal/finer1996,PageRank,1.94,0.0,0.49,0.0,0.56,0.0,0.02,0.0
Basketball_temporal/finer1996,SVD_NRS,1.21,0.0,0.3,0.0,0.14,0.0,3.61,0.02
Basketball_temporal/finer1996,SVD_RS,0.95,0.0,0.24,0.0,0.47,0.0,0.01,0.0
Basketball_temporal/finer1996,SpringRank,1.67,0.0,0.42,0.0,0.01,0.0,0.42,0.0
Basketball_temporal/finer1996,btl,0.88,0.0,0.22,0.0,0.48,0.0,0.0,0.0
Basketball_temporal/finer1996,davidScore,1.22,0.0,0.3,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1996,eigenvectorCentrality,1.2,0.0,0.3,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1996,rankCentrality,1.08,0.0,0.27,0.0,0.45,0.0,0.0,0.0
Basketball_temporal/finer1996,serialRank,1.44,0.06,0.36,0.02,0.01,0.0,0.04,0.0
Basketball_temporal/finer1996,syncRank,1.95,0.0,0.49,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1997,OURS_MFAS,1.22,0.0,0.31,0.0,0.15,0.0,3.77,0.01
Basketball_temporal/finer1997,OURS_MFAS_INS1,1.22,0.0,0.31,0.0,0.15,0.0,3.76,0.02
Basketball_temporal/finer1997,OURS_MFAS_INS2,1.22,0.0,0.31,0.0,0.15,0.0,3.76,0.02
Basketball_temporal/finer1997,OURS_MFAS_INS3,1.22,0.0,0.31,0.0,0.15,0.0,3.77,0.01
Basketball_temporal/finer1997,PageRank,2.05,0.0,0.51,0.0,0.56,0.0,0.02,0.0
Basketball_temporal/finer1997,SVD_NRS,1.22,0.0,0.31,0.0,0.15,0.0,3.76,0.02
Basketball_temporal/finer1997,SVD_RS,0.92,0.0,0.23,0.0,0.47,0.0,0.01,0.0
Basketball_temporal/finer1997,SpringRank,1.77,0.0,0.44,0.0,0.01,0.0,0.42,0.0
Basketball_temporal/finer1997,btl,0.86,0.0,0.21,0.0,0.5,0.0,0.0,0.0
Basketball_temporal/finer1997,davidScore,1.19,0.0,0.3,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1997,eigenvectorCentrality,1.16,0.0,0.29,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1997,rankCentrality,0.96,0.0,0.24,0.0,0.48,0.0,0.0,0.0
Basketball_temporal/finer1997,serialRank,1.4,0.04,0.35,0.01,0.01,0.0,0.04,0.0
Basketball_temporal/finer1997,syncRank,1.94,0.0,0.49,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1998,OURS_MFAS,1.2,0.0,0.3,0.0,0.13,0.0,3.84,0.02
Basketball_temporal/finer1998,OURS_MFAS_INS1,1.2,0.0,0.3,0.0,0.13,0.0,3.84,0.02
Basketball_temporal/finer1998,OURS_MFAS_INS2,1.2,0.0,0.3,0.0,0.13,0.0,3.84,0.02
Basketball_temporal/finer1998,OURS_MFAS_INS3,1.2,0.0,0.3,0.0,0.13,0.0,3.84,0.02
Basketball_temporal/finer1998,PageRank,1.86,0.14,0.5,0.06,0.56,0.0,0.02,0.0
Basketball_temporal/finer1998,SVD_NRS,1.2,0.0,0.3,0.0,0.13,0.0,3.82,0.02
Basketball_temporal/finer1998,SVD_RS,0.9,0.0,0.22,0.0,0.45,0.0,0.01,0.0
Basketball_temporal/finer1998,SpringRank,1.7,0.0,0.42,0.0,0.01,0.0,0.43,0.0
Basketball_temporal/finer1998,btl,0.83,0.0,0.21,0.0,0.5,0.0,0.0,0.0
Basketball_temporal/finer1998,davidScore,1.14,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1998,eigenvectorCentrality,1.13,0.0,0.28,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1998,rankCentrality,0.97,0.0,0.24,0.0,0.47,0.0,0.0,0.0
Basketball_temporal/finer1998,serialRank,1.36,0.07,0.34,0.02,0.01,0.0,0.04,0.0
Basketball_temporal/finer1998,syncRank,1.92,0.0,0.48,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1999,OURS_MFAS,0.96,0.02,0.3,0.0,0.14,0.0,3.96,0.01
Basketball_temporal/finer1999,OURS_MFAS_INS1,1.2,0.0,0.3,0.0,0.14,0.0,3.96,0.02
Basketball_temporal/finer1999,OURS_MFAS_INS2,1.2,0.0,0.3,0.0,0.14,0.0,3.98,0.02
Basketball_temporal/finer1999,OURS_MFAS_INS3,1.2,0.0,0.3,0.0,0.14,0.0,3.96,0.01
Basketball_temporal/finer1999,PageRank,1.99,0.0,0.5,0.0,0.57,0.0,0.02,0.0
Basketball_temporal/finer1999,SVD_NRS,1.2,0.0,0.3,0.0,0.14,0.0,3.97,0.02
Basketball_temporal/finer1999,SVD_RS,0.94,0.0,0.24,0.0,0.46,0.0,0.01,0.0
Basketball_temporal/finer1999,SpringRank,1.64,0.0,0.41,0.0,0.01,0.0,0.44,0.0
Basketball_temporal/finer1999,btl,0.86,0.0,0.22,0.0,0.5,0.0,0.0,0.0
Basketball_temporal/finer1999,davidScore,1.17,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer1999,eigenvectorCentrality,1.11,0.0,0.28,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer1999,rankCentrality,1.17,0.0,0.29,0.0,0.48,0.0,0.0,0.0
Basketball_temporal/finer1999,serialRank,1.38,0.07,0.34,0.02,0.01,0.0,0.04,0.0
Basketball_temporal/finer1999,syncRank,2.02,0.0,0.5,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2000,OURS_MFAS,1.18,0.0,0.3,0.0,0.15,0.0,4.64,0.03
Basketball_temporal/finer2000,OURS_MFAS_INS1,1.18,0.0,0.3,0.0,0.15,0.0,4.63,0.02
Basketball_temporal/finer2000,OURS_MFAS_INS2,1.18,0.0,0.3,0.0,0.15,0.0,4.66,0.02
Basketball_temporal/finer2000,OURS_MFAS_INS3,1.18,0.0,0.3,0.0,0.15,0.0,4.64,0.03
Basketball_temporal/finer2000,PageRank,1.92,0.0,0.48,0.0,0.55,0.0,0.02,0.0
Basketball_temporal/finer2000,SVD_NRS,1.18,0.0,0.3,0.0,0.15,0.0,4.64,0.02
Basketball_temporal/finer2000,SVD_RS,0.95,0.0,0.24,0.0,0.47,0.0,0.01,0.0
Basketball_temporal/finer2000,SpringRank,1.75,0.0,0.44,0.0,0.01,0.0,0.46,0.0
Basketball_temporal/finer2000,btl,0.9,0.0,0.23,0.0,0.51,0.0,0.0,0.0
Basketball_temporal/finer2000,davidScore,1.26,0.0,0.32,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2000,eigenvectorCentrality,1.18,0.0,0.3,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer2000,rankCentrality,1.12,0.0,0.28,0.0,0.5,0.0,0.0,0.0
Basketball_temporal/finer2000,serialRank,1.39,0.05,0.35,0.01,0.01,0.0,0.05,0.0
Basketball_temporal/finer2000,syncRank,1.97,0.0,0.49,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2001,OURS_MFAS,1.2,0.0,0.3,0.0,0.13,0.0,4.37,0.02
Basketball_temporal/finer2001,OURS_MFAS_INS1,1.2,0.0,0.3,0.0,0.13,0.0,4.39,0.02
Basketball_temporal/finer2001,OURS_MFAS_INS2,1.2,0.0,0.3,0.0,0.13,0.0,4.39,0.02
Basketball_temporal/finer2001,OURS_MFAS_INS3,1.2,0.0,0.3,0.0,0.13,0.0,4.37,0.02
Basketball_temporal/finer2001,PageRank,2.03,0.0,0.51,0.0,0.59,0.0,0.02,0.0
Basketball_temporal/finer2001,SVD_NRS,1.2,0.0,0.3,0.0,0.13,0.0,4.38,0.02
Basketball_temporal/finer2001,SVD_RS,0.97,0.0,0.24,0.0,0.47,0.0,0.01,0.0
Basketball_temporal/finer2001,SpringRank,1.69,0.0,0.42,0.0,0.01,0.0,0.46,0.0
Basketball_temporal/finer2001,btl,0.86,0.0,0.21,0.0,0.51,0.0,0.0,0.0
Basketball_temporal/finer2001,davidScore,1.25,0.0,0.31,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2001,eigenvectorCentrality,1.18,0.0,0.3,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer2001,rankCentrality,1.08,0.0,0.27,0.0,0.51,0.0,0.0,0.0
Basketball_temporal/finer2001,serialRank,1.41,0.06,0.35,0.01,0.01,0.0,0.05,0.0
Basketball_temporal/finer2001,syncRank,2.06,0.0,0.51,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2002,OURS_MFAS,1.18,0.0,0.29,0.0,0.13,0.0,4.47,0.02
Basketball_temporal/finer2002,OURS_MFAS_INS1,1.18,0.0,0.29,0.0,0.13,0.0,4.51,0.02
Basketball_temporal/finer2002,OURS_MFAS_INS2,1.18,0.0,0.29,0.0,0.13,0.0,4.49,0.02
Basketball_temporal/finer2002,OURS_MFAS_INS3,1.18,0.0,0.29,0.0,0.13,0.0,4.47,0.02
Basketball_temporal/finer2002,PageRank,2.03,0.0,0.51,0.0,0.57,0.0,0.03,0.0
Basketball_temporal/finer2002,SVD_NRS,1.18,0.0,0.29,0.0,0.13,0.0,4.49,0.02
Basketball_temporal/finer2002,SVD_RS,0.92,0.0,0.23,0.0,0.5,0.0,0.01,0.0
Basketball_temporal/finer2002,SpringRank,1.75,0.0,0.44,0.0,0.01,0.0,0.46,0.0
Basketball_temporal/finer2002,btl,0.89,0.0,0.22,0.0,0.51,0.0,0.0,0.0
Basketball_temporal/finer2002,davidScore,1.2,0.0,0.3,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2002,eigenvectorCentrality,1.13,0.0,0.28,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer2002,rankCentrality,1.07,0.0,0.27,0.0,0.51,0.0,0.0,0.0
Basketball_temporal/finer2002,serialRank,1.43,0.08,0.36,0.02,0.01,0.0,0.05,0.0
Basketball_temporal/finer2002,syncRank,1.86,0.0,0.47,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2003,OURS_MFAS,1.22,0.0,0.3,0.0,0.14,0.0,4.74,0.02
Basketball_temporal/finer2003,OURS_MFAS_INS1,1.22,0.0,0.3,0.0,0.14,0.0,4.75,0.02
Basketball_temporal/finer2003,OURS_MFAS_INS2,1.22,0.0,0.3,0.0,0.14,0.0,4.76,0.02
Basketball_temporal/finer2003,OURS_MFAS_INS3,1.22,0.0,0.3,0.0,0.14,0.0,4.74,0.02
Basketball_temporal/finer2003,PageRank,2.0,0.0,0.5,0.0,0.58,0.0,0.03,0.0
Basketball_temporal/finer2003,SVD_NRS,1.22,0.0,0.3,0.0,0.14,0.0,4.73,0.02
Basketball_temporal/finer2003,SVD_RS,0.95,0.0,0.24,0.0,0.48,0.0,0.01,0.0
Basketball_temporal/finer2003,SpringRank,1.78,0.0,0.45,0.0,0.01,0.0,0.48,0.0
Basketball_temporal/finer2003,btl,0.91,0.0,0.23,0.0,0.5,0.0,0.0,0.0
Basketball_temporal/finer2003,davidScore,1.18,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2003,eigenvectorCentrality,1.14,0.0,0.29,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer2003,rankCentrality,1.02,0.0,0.26,0.0,0.47,0.0,0.0,0.0
Basketball_temporal/finer2003,serialRank,1.46,0.09,0.36,0.02,0.01,0.0,0.05,0.0
Basketball_temporal/finer2003,syncRank,2.0,0.08,0.5,0.02,0.01,0.0,0.01,0.0
Basketball_temporal/finer2004,OURS_MFAS,1.21,0.0,0.3,0.0,0.13,0.0,4.67,0.02
Basketball_temporal/finer2004,OURS_MFAS_INS1,1.21,0.0,0.3,0.0,0.13,0.0,4.67,0.01
Basketball_temporal/finer2004,OURS_MFAS_INS2,1.21,0.0,0.3,0.0,0.13,0.0,4.68,0.03
Basketball_temporal/finer2004,OURS_MFAS_INS3,1.21,0.0,0.3,0.0,0.13,0.0,4.67,0.02
Basketball_temporal/finer2004,PageRank,1.97,0.0,0.49,0.0,0.57,0.0,0.02,0.0
Basketball_temporal/finer2004,SVD_NRS,1.21,0.0,0.3,0.0,0.13,0.0,4.67,0.03
Basketball_temporal/finer2004,SVD_RS,0.88,0.0,0.22,0.0,0.47,0.0,0.01,0.0
Basketball_temporal/finer2004,SpringRank,1.68,0.0,0.42,0.0,0.01,0.0,0.48,0.0
Basketball_temporal/finer2004,btl,0.8,0.0,0.2,0.0,0.52,0.0,0.0,0.0
Basketball_temporal/finer2004,davidScore,1.17,0.0,0.29,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2004,eigenvectorCentrality,1.13,0.0,0.28,0.0,0.01,0.0,0.0,0.0
Basketball_temporal/finer2004,rankCentrality,0.95,0.0,0.24,0.0,0.45,0.0,0.0,0.0
Basketball_temporal/finer2004,serialRank,1.41,0.06,0.35,0.01,0.01,0.0,0.05,0.0
Basketball_temporal/finer2004,syncRank,1.87,0.0,0.47,0.0,0.01,0.0,0.01,0.0
Basketball_temporal/finer2005,OURS_MFAS,1.23,0.0,0.31,0.0,0.15,0.0,4.91,0.04
Basketball_temporal/finer2005,OURS_MFAS_INS1,1.23,0.0,0.31,0.0,0.15,0.0,4.9,0.02
Basketball_temporal/finer2005,OURS_MFAS_INS2,1.23,0.0,0.31,0.0,0.15,0.0,4.88,0.03
Basketball_temporal/finer2005,OURS_MFAS_INS3,1.23,0.0,0.31,0.0,0.15,0.0,4.91,0.04
Basketball_temporal/finer2005,PageRank,1.96,0.14,0.52,0.06,0.6,0.0,0.03,0.01
