dataset,best_classical_upset_simple,best_classical_upset_naive,best_classical_upset_ratio,best_classical_runtime_sec,best_classical_method,best_gnn_upset_simple,best_gnn_upset_naive,best_gnn_upset_ratio,best_gnn_runtime_sec,best_gnn_method,best_gnn_config
Basketball_temporal/1985,0.7519932985305786,0.1879983246326446,0.6247237920761108,0.0025603055953979,davidScore,1.038355008363724,0.2595887520909309,0.7589024394750595,8.815457463264465,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1986,0.7770382761955261,0.1942595690488815,0.6881914734840393,0.0568585634231567,SpringRank,0.9359151315689088,0.2339850226044655,0.7390109610557556,8.833134818077088,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1987,0.8216130137443542,0.2054032534360885,0.7095123529434204,0.0571249485015869,SpringRank,1.0242987728118895,0.2560746932029724,0.7598590052127838,8.960313272476196,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1988,0.7435294389724731,0.1858823597431183,0.6507934331893921,0.0634405374526977,SpringRank,0.9275058817863464,0.2318823528289794,0.761509724855423,8.956792640686036,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1989,0.7482014298439026,0.1870503574609756,0.7104161977767944,0.057374882698059,SpringRank,0.9454600536823272,0.2363650134205818,0.7615620195865631,9.118800067901612,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1990,0.7500945329666138,0.1875236332416534,0.6739517450332642,0.0574763059616088,SpringRank,0.863395084142685,0.2158487710356712,0.7572431790828705,15.99616174697876,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1991,0.7657992839813232,0.1914498209953308,0.6422716975212097,0.0026991367340087,davidScore,0.9129219388961792,0.2282304847240448,0.7535596698522568,9.204916501045227,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1992,0.7197334170341492,0.1799333542585373,0.5937338471412659,0.0027718305587768,davidScore,0.8977415788173676,0.2244353947043419,0.7417025828361511,9.180338668823245,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1993,0.7423649430274963,0.185591235756874,0.5986699461936951,0.0026945352554321,davidScore,0.9493500447273254,0.2373375111818313,0.7510255700349808,9.197834587097168,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1994,0.7378939390182495,0.1844734847545623,0.5863926410675049,0.0027323961257934,davidScore,0.8861644876003265,0.2215526509284973,0.7321634334325791,9.291334009170532,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1995,0.7694633603096008,0.1923658400774002,0.666222333908081,0.0573991298675537,SpringRank,0.8902796685695649,0.2225699171423912,0.7408524096012116,9.300449776649476,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1996,0.8102752566337585,0.2025688141584396,0.647814154624939,0.0027841329574584,davidScore,1.0220403671264648,0.2555155962705612,0.7666598212718964,9.35993869304657,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1997,0.8142856955528259,0.2035714238882064,0.7111914753913879,0.0576370954513549,SpringRank,0.9816000056266784,0.2454000014066696,0.7569222164154052,9.346541547775267,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1998,0.7733711004257202,0.19334277510643,0.6962529420852661,0.0585224151611328,SpringRank,0.9292068004608154,0.2323017001152038,0.7662400567531585,9.399020504951476,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/1999,0.8072373270988464,0.2018093317747116,0.6541757583618164,0.0028937339782714,davidScore,0.9191370952129364,0.2297842738032341,0.7691307657957077,16.474664855003358,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/2000,0.844254195690155,0.2110635489225387,0.6997182965278625,0.0577153921127319,SpringRank,1.0005136692523957,0.2501284173130989,0.7825327062606812,9.716361212730408,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2001,0.7541766166687012,0.1885441541671753,0.6989525556564331,0.0577985525131225,SpringRank,0.9461984312534332,0.2365496078133583,0.7702218931913376,9.689606165885923,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2002,0.7960000038146973,0.1990000009536743,0.7045820355415344,0.0578081846237182,SpringRank,0.9427266633510588,0.2356866660714149,0.7749796915054321,9.85564637184143,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2003,0.8049576282501221,0.2012394070625305,0.6828464269638062,0.0029872179031372,davidScore,1.016594915390015,0.2541487288475036,0.7894176244735718,10.016838788986206,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2004,0.7453826069831848,0.1863456517457962,0.6380614638328552,0.0029772996902465,davidScore,0.898212399482727,0.2245580470561981,0.7813582706451416,16.927690196037293,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/2005,0.7783094048500061,0.1945773512125015,0.730249285697937,0.0577080249786376,SpringRank,0.9254481709003448,0.2313620427250862,0.7890884065628052,9.94582712650299,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2006,0.7741132378578186,0.1935283094644546,0.6546952128410339,0.0030763626098632,davidScore,0.9856689548492432,0.2464219057559967,0.784086799621582,10.14358594417572,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2007,0.7891392111778259,0.1972848027944564,0.7214123010635376,0.0596447706222534,SpringRank,1.0002830743789672,0.2500751015543938,0.7846332204341888,10.054690289497376,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2008,0.8002250790596008,0.2000562697649002,0.6485704779624939,0.0031940698623657,davidScore,1.0506471621990203,0.2626617905497551,0.7940193152427674,10.471385836601256,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2009,0.7633841633796692,0.1908460408449173,0.6498886346817017,0.0033057689666748,davidScore,0.8331983304023742,0.2082995826005935,0.7902265155315399,17.233449077606203,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/2010,0.7745823264122009,0.1936455816030502,0.6572272777557373,0.0032492876052856,davidScore,0.9738263487815856,0.2434565871953964,0.8041880196332931,17.9334645986557,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/2011,0.7857935428619385,0.1964483857154846,0.6599955558776855,0.003213095664978,davidScore,0.8848168730735779,0.2212042182683944,0.7777644157409668,10.56768946647644,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2012,0.7563996911048889,0.1890999227762222,0.7326815128326416,0.0603796958923339,SpringRank,0.9642719483375548,0.2410679870843887,0.7882544875144959,10.657285046577451,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2013,0.7978112101554871,0.1994528025388717,0.6706725358963013,0.003235387802124,davidScore,1.0925362491607666,0.7544350224733353,0.9140631937980652,65.01363277435303,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/2014,0.7945578098297119,0.1986394524574279,0.6639624238014221,0.0032459259033203,davidScore,0.9488544201850893,0.2372136050462722,0.7928258192539215,10.864889883995057,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Basketball_temporal/finer1985,0.7563941478729248,0.1890985369682312,0.0050525367259979,0.0574210405349731,SpringRank,0.9418616330623628,0.2354716977477073,0.0058755153324455,16.063831663131715,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1986,0.7707033157348633,0.1926758289337158,0.0058212811127305,0.06362726688385,SpringRank,1.0555472350120545,0.2638868087530136,0.0066205509845167,16.544265246391298,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1987,0.8187227249145508,0.2046806812286377,0.0054612755775451,0.0574530839920044,SpringRank,1.0000872588157654,0.2500277650356293,0.0059337805584073,16.513554048538207,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1988,0.775254487991333,0.1938136219978332,0.0057956124655902,0.0573367595672607,SpringRank,0.9509475302696228,0.2377368825674057,0.0065823751501739,17.252944660186767,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1989,0.7670196890830994,0.1917549222707748,0.005807067733258,0.0574061155319213,SpringRank,1.020998486280441,0.2552496215701103,0.0065395171102136,17.254435110092164,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1990,0.7882219552993774,0.1970554888248443,0.0056528658606112,0.1151384115219116,SpringRank,0.9855417215824128,0.2464024177193641,0.0064430458098649,17.690969634056092,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1991,0.8104089498519897,0.2026022374629974,0.0061845015734434,0.05640709400177,SpringRank,0.999018589258194,0.2497546473145485,0.0069325266685336,17.085911893844603,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1992,0.7266000509262085,0.1816500127315521,0.00690752081573,0.0639534711837768,SpringRank,0.975538296699524,0.243884574174881,0.007797764390707,15.63134970664978,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1993,0.753713846206665,0.1884284615516662,0.0061536272987723,0.0586988925933837,SpringRank,0.9762939727306366,0.2440734931826591,0.0066628457792103,16.864541673660277,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1994,0.7376104593276978,0.1844026148319244,0.0063652861863374,0.0571654319763183,SpringRank,0.9612908232212066,0.2403227058053016,0.0068692163471132,16.60767266750336,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1995,0.7867119908332825,0.1966779977083206,0.0067614680156111,0.0564072847366333,SpringRank,0.9919214832782746,0.2479803708195686,0.0073519369587302,17.051895213127136,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1996,0.8055657148361206,0.2013914287090301,0.0068123154342174,0.0723757266998291,SpringRank,1.0872574198246,0.2718198475241661,0.0076961076352745,17.32229874134064,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1997,0.8251249194145203,0.20628122985363,0.0373322144150733,0.0570473909378051,SpringRank,1.049279090166092,0.262319772541523,0.0084948430769145,17.044943737983704,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1998,0.7835926413536072,0.1958981603384018,0.0070149539969861,0.064402961730957,SpringRank,1.0372277295589447,0.2593069323897362,0.0080539138708263,17.409877848625182,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer1999,0.8102670907974243,0.202566772699356,0.0076505006290972,0.0648465394973754,SpringRank,1.0729101610183716,0.2682275402545929,0.0088031170982867,17.208420586585998,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2000,0.8443305492401123,0.211082637310028,0.0071133780293166,0.0571120738983154,SpringRank,1.0692120373249054,0.2673030093312263,0.0082484285905957,18.007598638534546,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2001,0.8052718043327332,0.2013179510831833,0.0067178779281675,0.0647168159484863,SpringRank,1.0508072459697724,0.2627018114924431,0.0079692173190414,17.874332118034364,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2002,0.8682069778442383,0.2170517444610595,0.0070213675498962,0.0578293561935424,SpringRank,1.0452326714992524,0.2613081678748131,0.0079206320177763,17.954324698448183,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2003,0.8658227920532227,0.2164556980133056,0.0070780669339001,0.0659023761749267,SpringRank,1.0513291192054748,0.2628417736291885,0.007897521527484,18.22600359916687,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2004,0.7726691961288452,0.1931672990322113,0.006989387795329,0.0663400888442993,SpringRank,1.0248084223270415,0.2562068948149681,0.008234759774059,18.202418994903564,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2005,0.8422360420227051,0.2105590105056762,0.007558265235275,0.0784100770950317,SpringRank,1.0149565303325654,0.2537391325831413,0.0084194085840135,18.339074897766118,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2006,0.8511151075363159,0.2127787768840789,0.5113713145256042,0.0031869649887084,davidScore,1.071440625190735,0.2678601562976837,0.0082123753428459,18.52801232337952,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2007,0.8563411831855774,0.2140852957963943,0.007875925861299,0.0745519638061523,SpringRank,1.04197531580925,0.2604938289523125,0.0087409974262118,17.740961718559266,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2008,0.8467391133308411,0.2116847783327102,0.0077177220955491,0.0669792890548706,SpringRank,1.0418260848522187,0.2604565212130547,0.0085574022959917,19.107704448699952,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2009,0.8362557291984558,0.2090639322996139,0.0073850019834935,0.0640719890594482,SpringRank,1.0463015854358673,0.2615753963589668,0.0083723103441298,19.29282100200653,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2010,0.8153887391090393,0.2038471847772598,0.0075346655212342,0.0989322662353515,SpringRank,1.0384183764457702,0.2596045941114425,0.0083362278621643,18.91216297149658,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2011,0.8532478213310242,0.213311955332756,0.0073105902411043,0.0649757146835327,SpringRank,1.0176369976997377,0.2544132593274116,0.0079926497209817,18.745664620399477,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2012,0.804457426071167,0.2011143565177917,0.0073796822689473,0.0631776571273803,SpringRank,1.0086070609092712,0.2521517652273178,0.0081700210925191,19.234759044647216,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2013,0.8295904994010925,0.2073976248502731,0.0078492416068911,0.0597129106521606,SpringRank,0.995593124628067,0.2488982811570167,0.008590581100434,19.21769769191742,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/finer2014,0.8409987092018127,0.2102496773004531,0.0063336933963,0.091240644454956,SpringRank,1.0480998682975768,0.2620289093255997,0.0072160943131893,19.34879105091095,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Dryad_animal_society,0.3270440399646759,0.0817610099911689,0.4095371067523956,0.0009373426437377,davidScore,0.3773584961891174,0.0943396240472793,0.6602305352687836,,DIGRAC,K5dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials1train_r100test_r100AllTrue
ERO/p5K5N350eta10styleuniform,,,,,,,,,,,
FacultyHiringNetworks/Business/Business_FM_Full_,0.405148297548294,0.1012870743870735,0.6708305478096008,0.1191080093383789,SpringRank,0.6379854500293731,0.1594963625073432,0.7744350272417069,6.350538825988769,DIGRAC,K5dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,0.3326225876808166,0.0831556469202041,0.648605465888977,0.0601994276046752,SpringRank,0.5201563614606858,0.1300497512519359,0.8073368901014328,13.790768814086912,DIGRAC,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
FacultyHiringNetworks/History/History_FM_Full_,0.3003322303295135,0.0750830575823783,0.2266374051570892,0.0518604755401611,btl,0.4116279077529907,0.1029069769382476,0.7790804851055145,12.486016964912414,DIGRAC,K12dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/England_2009_2010,0.6097561120986938,0.1524390280246734,0.6427831649780273,0.0570777416229248,SpringRank,0.8251219522953034,0.2320731711387634,0.7402243721485138,3.3064155340194703,ib,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/England_2010_2011,1.1677018404006958,0.2919254601001739,0.7259544730186462,0.0023445129394531,SVD_NRS,1.1962732946872712,0.4863354045152664,0.8241723644733429,5.05110981464386,ib,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/England_2011_2012,0.800000011920929,0.2000000029802322,0.6627398729324341,0.0711395978927612,SpringRank,1.0196363639831545,0.4127272745966911,0.7955078113079072,5.029060173034668,ib,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/England_2012_2013,0.8627451062202454,0.2156862765550613,0.5769691467285156,0.0023855924606323,SVD_NRS,1.071111124753952,0.3769934740662575,0.7860159337520599,5.884602808952332,ib,K9dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Football_data_England_Premier_League/England_2013_2014,0.678787887096405,0.1696969717741012,0.5867378115653992,0.0009239912033081,davidScore,0.8061818194389343,0.3716363620758056,0.7601006352901458,4.548785853385925,ib,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/England_2014_2015,1.0841121673583984,0.2710280418395996,0.8240916132926941,0.0023413181304931,SVD_NRS,1.2811214995384217,0.3973831796646118,0.9519100427627564,6.161786365509033,ib,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/finerEngland_2009_2010,0.6585366129875183,0.1646341532468795,0.2060196846723556,0.0023584842681884,SVD_NRS,0.9608536577224732,0.2525609761476516,0.2933557519316673,3.330982518196106,ib,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/finerEngland_2010_2011,1.1677018404006958,0.2919254601001739,0.224936157464981,0.0023663997650146,SVD_NRS,1.2845962715148926,0.7032298135757447,0.2580814060568809,7.713493895530701,ib,K9dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Football_data_England_Premier_League/finerEngland_2011_2012,0.8484848737716675,0.2121212184429168,0.2179816663265228,0.00238618850708,SVD_NRS,1.1087272787094116,0.7250909107923508,0.2799870574474334,15.96515245437622,ib,K9dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Football_data_England_Premier_League/finerEngland_2012_2013,0.8627451062202454,0.2156862765550613,0.1653487533330917,0.0031434774398803,SVD_NRS,1.05529412150383,0.7415686294436454,0.2324169847369194,16.472957849502563,ib,K9dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Football_data_England_Premier_League/finerEngland_2013_2014,0.7272727489471436,0.1818181872367859,0.4290571808815002,0.0008877277374267,davidScore,1.023393942117691,0.2841212126612663,0.3276718682050705,3.3450725078582764,ib,K9dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Football_data_England_Premier_League/finerEngland_2014_2015,1.0467289686203003,0.2616822421550751,0.6224972605705261,0.0008872747421264,davidScore,1.4082242894172667,0.5928971964120865,0.5123062163591385,20.765153431892397,ib,K9dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
Halo2BetaData,0.9997892379760742,0.2499473094940185,0.862777590751648,0.0641607046127319,SpringRank,,,,,,
Halo2BetaData/HeadToHead,0.9997892379760742,0.2499473094940185,0.862777590751648,0.0641607046127319,SpringRank,1.1944446754455569,0.7280885124206543,0.9826271247863768,134.48206596374513,ib,K48dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
_AUTO/Basketball_temporal__1985adj,0.7519932985305786,0.1879983246326446,0.6247237920761108,0.0039820671081542,davidScore,,,,,,
finance,1.613769292831421,0.4034423232078552,0.2701516717672348,3.748536658287049,serialRank,1.392469956874847,0.7409885954856873,0.3297214692831039,3283.161208987236,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue
